Customer_ID,snapshot_date,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,num_loan_types,debt_to_income,emi_to_salary,investment_rate,balance_to_debt,inq_per_loan,fe_1,fe_2,fe_3,fe_4,fe_5,fe_6,fe_7,fe_8,fe_9,fe_10,fe_11,fe_12,fe_13,fe_14,fe_15,fe_16,fe_17,fe_18,fe_19,fe_20,label
cus_0x2ce1,2023-07-01,33.0,37648.1,3199.342,6.0,6.0,19.0,6.0,['debt consolidation loan' 'mortgage loan' 'student loan'],19,18.0,2.59,6.0,2316.79,34.159,122,117.683,139.716,332.535,3,0.061536397948423735,0.03677200749169932,0.04365658420256335,0.1439021654248228,0.8571428571428571,-83.0,200.0,168.0,155.0,68.0,48.0,139.0,247.0,35.0,122.0,-42.0,87.0,233.0,123.0,-17.0,150.0,135.0,49.0,47.0,225.0,1
cus_0x2d05,2023-07-01,36.0,30910.68,2066.927,6.0,3.0,17.0,3.0,['mortgage loan' 'payday loan' 'home equity loan'],25,20.0,15.53,11.0,392.56,37.753,138,362.972,26.073,396.407,3,0.012699406826157621,0.17552457122519313,0.012608278725506267,1.0097748754954772,2.75,-46.0,38.0,-48.0,178.0,163.0,161.0,2.0,36.0,77.0,114.0,210.0,19.0,115.0,134.0,-62.0,28.0,129.0,-66.0,261.0,103.0,0
cus_0x2d78,2023-07-01,43.0,45408.84,3823.07,7.0,7.0,26.0,6.0,"['student loan' 'mortgage loan' 'credit-builder loan'
 'debt consolidation loan']",25,18.0,8.01,9.0,1959.01,33.398,136,119.677,173.844,348.786,4,0.04314064969178487,0.03129571372908969,0.045460464897347584,0.17846133438094705,1.2857142857142858,61.0,40.0,196.0,73.0,41.0,-127.0,-9.0,68.0,164.0,271.0,171.0,-193.0,-34.0,67.0,66.0,110.0,191.0,80.0,53.0,80.0,1
cus_0x2d98,2023-07-01,42.0,52266.76,3844.91,8.0,6.0,11.0,3.0,['debt consolidation loan' 'mortgage loan' 'home equity loan'],11,21.0,10.8,8.0,140.69,35.232,202,567.04,64.46,511.81,3,0.0026917166528659347,0.1474397476800029,0.01676066262601049,3.6192391841343774,2.0,198.0,186.0,35.0,-24.0,233.0,-39.0,-61.0,42.0,241.0,108.0,7.0,142.0,-64.0,244.0,146.0,28.0,145.0,43.0,70.0,234.0,0
cus_0x2df8,2023-07-01,27.0,10240.42,937.368,10.0,9.0,23.0,9.0,"['mortgage loan' 'credit-builder loan' 'student loan' 'personal loan'
 'payday loan']",44,23.0,9.13,10.0,1445.23,25.756,92,42.974,78.306,262.457,5,0.1411161733431497,0.04579653185104351,0.08344913722548082,0.18216811987028342,1.0,176.0,7.0,163.0,160.0,262.0,123.0,264.0,-33.0,100.0,30.0,192.0,74.0,0.0,131.0,30.0,110.0,93.0,67.0,261.0,-126.0,1
cus_0x2ed0,2023-07-01,26.0,70446.63,5900.553,4.0,3.0,11.0,0.0,,12,21.0,17.61,6.0,1322.25,35.171,207,0.0,178.851,661.204,-1,0.018769261648688536,0.0,0.030305751723317575,0.5004375590402418,6.0,123.0,-43.0,54.0,198.0,109.0,162.0,147.0,70.0,207.0,153.0,178.0,57.0,1.0,124.0,87.0,88.0,81.0,103.0,230.0,35.0,0
cus_0x2f59,2023-07-01,30.0,44667.5,3545.292,5.0,6.0,18.0,4.0,['mortgage loan' 'auto loan' 'student loan'],10,8.0,19.79,10.0,1148.67,23.618,230,148.453,77.442,378.634,3,0.025715437052956782,0.041861471080215616,0.021837457265222376,0.33021127801890976,2.0,-58.0,59.0,144.0,268.0,89.0,31.0,248.0,-32.0,-37.0,127.0,234.0,57.0,-86.0,131.0,182.0,150.0,202.0,133.0,-9.0,8.0,0
cus_0x2f7b,2023-07-01,44.0,15451.69,1271.641,6.0,7.0,19.0,6.0,['personal loan' 'student loan' 'auto loan' 'debt consolidation loan'],11,10.0,19.55,8.0,1620.67,36.994,158,40.916,101.167,265.081,4,0.10487947405920911,0.032150465056524184,0.07949374568318952,0.16407838832808155,1.1428571428571428,63.0,200.0,154.0,40.0,136.0,27.0,43.0,260.0,138.0,-77.0,257.0,213.0,68.0,1.0,255.0,17.0,117.0,19.0,220.0,137.0,0
cus_0x2fe4,2023-07-01,32.0,166907.72,13788.977,5.0,5.0,11.0,4.0,['auto loan' 'mortgage loan' 'personal loan' 'student loan'],10,6.0,-0.48,4.0,929.9,38.261,213,509.358,464.47,685.07,4,0.005571308676982245,0.03693682737831978,0.03368170954889917,0.7369964550435063,0.8,131.0,27.0,105.0,187.0,166.0,62.0,123.0,60.0,73.0,47.0,87.0,163.0,162.0,-77.0,60.0,67.0,120.0,139.0,107.0,-23.0,0
cus_0x30eb,2023-07-01,18.0,31944.72,2417.06,4.0,4.0,11.0,5.0,['credit-builder loan' 'debt consolidation loan'],16,20.0,15.91,6.0,696.79,34.188,110,83.714,197.626,230.366,2,0.02181168557165091,0.03462031545950059,0.08172915477696997,0.33156966995801035,1.0,128.0,-45.0,109.0,32.0,95.0,88.0,101.0,181.0,133.0,12.0,207.0,210.0,97.0,90.0,52.0,208.0,177.0,-90.0,202.0,-73.0,0
cus_0x310f,2023-07-01,45.0,30909.93,2554.828,4.0,6.0,5.0,1.0,['debt consolidation loan'],8,13.0,2.99,4.0,1202.05,40.538,249,21.444,202.051,321.988,1,0.03888753913259808,0.008390235962670415,0.07905500683144562,0.2684742945014754,2.0,192.0,195.0,-76.0,-14.0,49.0,-104.0,51.0,9.0,220.0,269.0,-25.0,41.0,256.0,215.0,100.0,54.0,49.0,217.0,7.0,-31.0,0
cus_0x317e,2023-07-01,19.0,62008.35,5256.363,10.0,7.0,21.0,3.0,['credit-builder loan'],44,16.0,11.31,12.0,2360.12,38.831,119,127.392,341.194,327.05,1,0.03806071181200899,0.024231159233250584,0.06489831499175537,0.13893830046757472,3.0,133.0,-18.0,161.0,208.0,93.0,90.0,264.0,114.0,272.0,132.0,26.0,80.0,131.0,-59.0,205.0,171.0,66.0,160.0,104.0,135.0,1
cus_0x318d,2023-07-01,38.0,28050.2,2443.517,6.0,5.0,33.0,7.0,"['personal loan' 'student loan' 'credit-builder loan'
 'debt consolidation loan' 'home equity loan']",28,19.0,2.25,11.0,3534.02,24.103,104,143.793,93.199,257.36,5,0.12598462810860142,0.05882266312731718,0.038125731995318504,0.07308586655803928,1.375,85.0,74.0,161.0,123.0,43.0,57.0,164.0,127.0,25.0,147.0,174.0,-34.0,256.0,-62.0,-40.0,62.0,38.0,41.0,130.0,-63.0,0
cus_0x31b2,2023-07-01,25.0,79439.56,6444.963,8.0,6.0,6.0,4.0,['payday loan' 'auto loan' 'home equity loan'],8,14.0,18.77,6.0,75.76,34.118,172,211.575,90.864,582.058,3,0.0009536690073685282,0.032822869135302205,0.014096264592272716,7.595857217300677,1.2,246.0,206.0,100.0,111.0,121.0,114.0,199.0,119.0,234.0,109.0,-175.0,257.0,-127.0,13.0,138.0,-6.0,212.0,72.0,209.0,261.0,0
cus_0x31bd,2023-07-01,21.0,56122.68,4751.89,10.0,8.0,31.0,4.0,['home equity loan' 'auto loan' 'payday loan'],34,20.0,9.42,13.0,1274.63,37.117,183,98.382,37.626,579.181,3,0.02271109093345269,0.020699406045584897,0.007916446625105987,0.45481918738192106,2.6,122.0,-6.0,228.0,-23.0,121.0,217.0,93.0,179.0,102.0,271.0,180.0,38.0,121.0,168.0,36.0,192.0,233.0,51.0,61.0,-4.0,0
cus_0x3221,2023-07-01,36.0,18426.245,1710.208,5.0,4.0,14.0,5.0,['credit-builder loan' 'home equity loan' 'mortgage loan'],16,14.0,5.7,5.0,223.38,26.75,123,147.552,52.666,331.346,3,0.012122267870210658,0.08622680585878513,0.030777088466159574,1.4811747927622783,0.8333333333333334,80.0,172.0,224.0,-24.0,77.0,144.0,78.0,81.0,197.0,113.0,226.0,146.0,-111.0,233.0,14.0,-63.0,114.0,215.0,211.0,0.0,0
cus_0x3237,2023-07-01,19.0,54651.78,4359.315,9.0,9.0,16.0,8.0,"['debt consolidation loan' 'credit-builder loan' 'home equity loan'
 'personal loan' 'mortgage loan' 'student loan']",53,24.0,25.64,10.0,4548.76,36.465,86,295.387,72.329,308.216,6,0.08323016688263617,0.06774441754781478,0.016588021736961663,0.06796314530876353,1.1111111111111112,94.0,74.0,215.0,110.0,153.0,207.0,135.0,105.0,113.0,26.0,-5.0,248.0,211.0,173.0,-150.0,132.0,181.0,118.0,72.0,18.0,1
cus_0x327d,2023-07-01,41.0,17122.37,1183.864,7.0,5.0,12.0,2.0,['mortgage loan' 'home equity loan'],14,16.0,8.52,9.0,1663.18,31.515,141,21.151,63.972,323.264,2,0.09712924500259004,0.01785099386933859,0.05399100656277851,0.19484911487940007,3.0,136.0,24.0,262.0,54.0,46.0,-90.0,104.0,166.0,100.0,-1.0,111.0,3.0,114.0,130.0,190.0,79.0,-67.0,133.0,-10.0,188.0,0
cus_0x32a7,2023-07-01,44.0,10460.245,995.687,8.0,5.0,25.0,6.0,"['credit-builder loan' 'student loan' 'mortgage loan' 'personal loan'
 'debt consolidation loan']",8,8.0,19.09,8.0,2625.88,35.43,204,38.276,67.542,283.75,5,0.25101027650150626,0.03840322990066089,0.06776651044911793,0.10839855646241929,1.1428571428571428,5.0,167.0,91.0,-19.0,236.0,137.0,134.0,171.0,67.0,196.0,-2.0,15.0,-41.0,25.0,-57.0,112.0,82.0,197.0,105.0,73.0,0
cus_0x334d,2023-07-01,23.0,99237.75,8288.813,4.0,7.0,10.0,3.0,['auto loan' 'mortgage loan' 'payday loan'],9,10.0,0.52,4.0,1317.42,27.878,202,214.607,296.921,604.457,3,0.013275257900769609,0.02588803872897977,0.03581757513709899,0.45922922892553203,1.0,184.0,118.0,203.0,73.0,172.0,-160.0,264.0,129.0,272.0,132.0,95.0,-1.0,140.0,24.0,233.0,28.0,139.0,2.0,103.0,91.0,0
cus_0x33ce,2023-07-01,43.0,22803.84,1845.32,7.0,4.0,18.0,3.0,['mortgage loan' 'personal loan' 'auto loan'],18,8.0,7.47,8.0,535.11,27.596,186,43.664,10000.0,347.348,3,0.02346475572729298,0.023649204904891894,5.4161792105377184,0.6497696368282628,2.0,43.0,63.0,53.0,74.0,-45.0,209.0,95.0,78.0,189.0,123.0,158.0,-57.0,70.0,204.0,161.0,87.0,100.0,99.0,40.0,8.0,0
cus_0x33da,2023-07-01,55.0,35184.74,3035.062,6.0,5.0,13.0,2.0,['home equity loan'],21,15.0,19.25,8.0,1036.03,41.12,312,34.63,107.02,431.857,1,0.029444598863062138,0.011406222929571268,0.03524960952707817,0.41740065379015073,2.6666666666666665,204.0,83.0,102.0,-4.0,19.0,179.0,-18.0,115.0,197.0,-8.0,203.0,-32.0,-27.0,237.0,5.0,187.0,169.0,201.0,78.0,224.0,0
cus_0x3420,2023-07-01,36.0,11482.565,1128.88,4.0,3.0,10.0,3.0,['debt consolidation loan' 'student loan' 'personal loan'],18,18.0,2.05,7.0,517.07,39.201,191,15.371,32.09,315.428,3,0.04502695809184692,0.013604099550394731,0.028401246150033633,0.6107823267126063,1.75,92.0,95.0,106.0,178.0,40.0,-24.0,118.0,93.0,11.0,-204.0,65.0,72.0,117.0,19.0,115.0,52.0,-86.0,-18.0,-6.0,68.0,0
cus_0x3442,2023-07-01,47.0,18186.22,1761.518,7.0,4.0,15.0,0.0,,22,16.0,5.49,4.0,1.42,30.336,230,0.0,44.247,381.905,-1,7.807680338171528e-05,0.0,0.025104424465452267,158.22520661157023,4.0,207.0,-60.0,54.0,64.0,99.0,149.0,31.0,255.0,175.0,89.0,32.0,112.0,99.0,-13.0,133.0,-37.0,216.0,169.0,-8.0,-96.0,0
cus_0x3475,2023-07-01,27.0,36783.38,3151.282,10.0,5.0,17.0,7.0,"['student loan' 'credit-builder loan' 'personal loan' 'auto loan'
 'debt consolidation loan']",15,19.0,23.35,12.0,4555.72,22.814,24,148.358,406.78,49.99,5,0.12384930777683355,0.04706368275427135,0.12904302343508606,0.01119006653908952,1.5,181.0,260.0,33.0,268.0,100.0,159.0,43.0,73.0,212.0,127.0,116.0,20.0,42.0,57.0,65.0,140.0,128.0,254.0,-3.0,201.0,1
cus_0x35ac,2023-07-01,30.0,118184.92,9901.743,5.0,4.0,12.0,2.0,['mortgage loan' 'payday loan'],26,8.0,5.35,3.0,1190.44,36.547,250,160.544,204.132,865.498,2,0.010072604249304824,0.016212073765824276,0.0206136824918106,0.7272695225945075,1.0,63.0,260.0,195.0,268.0,113.0,172.0,76.0,260.0,148.0,78.0,126.0,112.0,163.0,250.0,56.0,119.0,-38.0,-3.0,-70.0,-4.0,0
cus_0x35c3,2023-07-01,34.0,36379.24,2838.603,8.0,8.0,15.0,3.0,['home equity loan' 'personal loan' 'auto loan'],5,9.0,18.65,9.0,2152.42,25.234,240,81.038,10000.0,257.966,3,0.059164535473102985,0.028538496402490066,3.5216190432254084,0.12025800819162077,2.25,53.0,17.0,145.0,41.0,181.0,167.0,158.0,159.0,93.0,119.0,-36.0,184.0,201.0,117.0,4.0,47.0,-19.0,151.0,127.0,62.0,1
cus_0x366b,2023-07-01,40.0,71558.72,6058.227,9.0,10.0,16.0,8.0,"['payday loan' 'credit-builder loan' 'debt consolidation loan'
 'mortgage loan' 'auto loan' 'home equity loan']",45,19.0,28.35,8.0,4519.22,41.088,77,294.643,266.49,304.69,6,0.06315312580876505,0.04862715986709196,0.04398085762424811,0.06762723938215397,0.8888888888888888,216.0,203.0,158.0,192.0,51.0,199.0,81.0,13.0,114.0,-12.0,56.0,252.0,206.0,236.0,127.0,148.0,143.0,9.0,158.0,9.0,0
cus_0x3672,2023-07-01,37.0,70709.04,5592.42,7.0,6.0,20.0,6.0,"['home equity loan' 'mortgage loan' 'student loan' 'credit-builder loan'
 'payday loan']",9,17.0,18.68,10.0,805.64,35.176,203,260.884,161.612,416.747,5,0.01139357296361309,0.04664123201905096,0.028893235265722936,0.5178853019934544,1.4285714285714286,42.0,72.0,131.0,44.0,151.0,134.0,151.0,4.0,183.0,50.0,37.0,-108.0,71.0,260.0,151.0,90.0,98.0,59.0,135.0,-3.0,0
cus_0x36bb,2023-07-01,37.0,134978.24,10541.521,8.0,5.0,15.0,2.0,['mortgage loan'],9,15.0,16.89,5.0,668.14,39.142,321,662.778,780.418,667.868,1,0.00494994637693915,0.06286712637328395,0.0740257477314961,0.9995935080850047,1.6666666666666667,162.0,70.0,41.0,4.0,201.0,114.0,82.0,89.0,92.0,201.0,23.0,125.0,167.0,158.0,-46.0,74.0,29.0,141.0,75.0,153.0,0
cus_0x374a,2023-07-01,33.0,35176.5,2815.375,4.0,5.0,8.0,4.0,['personal loan' 'mortgage loan' 'home equity loan'],28,20.0,3.74,4.0,234.65,38.32,194,104.704,190.961,255.872,3,0.006670456968232535,0.037176867427100434,0.06780382583995384,1.0900572883513686,0.8,-48.0,16.0,213.0,140.0,8.0,191.0,54.0,260.0,-1.0,268.0,198.0,64.0,176.0,211.0,121.0,33.0,27.0,254.0,85.0,25.0,0
cus_0x3868,2023-07-01,34.0,3544929.0,1462.606,8.0,9.0,30.0,6.0,['mortgage loan' 'personal loan' 'home equity loan' 'auto loan'],54,24.0,9.42,8.0,2867.66,38.819,143,43.235,119.946,234.1,4,0.0008089468621383214,0.029540053812296477,0.08195238336000263,0.08195464084276283,1.1428571428571428,-102.0,25.0,71.0,221.0,205.0,83.0,211.0,243.0,36.0,25.0,242.0,-31.0,107.0,198.0,24.0,42.0,116.0,254.0,-117.0,180.0,1
cus_0x386e,2023-07-01,22.0,17399.43,1485.953,8.0,9.0,21.0,2.0,['mortgage loan' 'debt consolidation loan'],19,25.0,9.03,10.0,1444.19,34.869,77,27.103,41.066,350.426,2,0.08299737420282143,0.01822720691239064,0.027617550790105673,0.24316941025055527,3.3333333333333335,15.0,76.0,163.0,93.0,238.0,-68.0,185.0,-27.0,-3.0,72.0,17.0,118.0,-32.0,-25.0,13.0,109.0,-3.0,249.0,-14.0,156.0,1
cus_0x38d8,2023-07-01,24.0,101114.73,8679.228,6.0,6.0,8.0,3.0,['personal loan' 'home equity loan' 'student loan'],20,9.0,18.91,6.0,1190.45,31.241,173,209.645,118.156,780.122,3,0.011773143505960943,0.02415201536180847,0.013612084843854334,0.655606194133199,1.5,259.0,199.0,221.0,196.0,116.0,260.0,233.0,260.0,50.0,271.0,257.0,9.0,227.0,260.0,76.0,158.0,203.0,20.0,81.0,143.0,0
cus_0x3992,2023-07-01,28.0,9385.19,1061.099,8.0,9.0,30.0,3.0,['student loan' 'mortgage loan' 'personal loan'],24,19.0,19.21,17.0,2430.27,33.338,84,30.888,51.254,313.968,3,0.2589197533823628,0.029082034725576432,0.04825727168559617,0.12954875435471996,1.4285714285714286,185.0,88.0,4.0,40.0,214.0,234.0,120.0,173.0,81.0,195.0,120.0,-30.0,93.0,172.0,31.0,24.0,134.0,183.0,88.0,120.0,1
cus_0x3a1b,2023-07-01,43.0,16524.395,1645.033,5.0,5.0,20.0,4.0,['auto loan' 'mortgage loan' 'debt consolidation loan'],26,20.0,11.65,3.0,988.27,34.848,314,44.237,133.72,266.546,3,0.05980310909361017,0.026874916845531047,0.08123773946208855,0.27044790603172036,0.6,240.0,96.0,60.0,188.0,171.0,260.0,152.0,-27.0,95.0,159.0,204.0,130.0,135.0,118.0,101.0,106.0,67.0,11.0,179.0,83.0,0
cus_0x3a4d,2023-07-01,18.0,37006.6,3378.883,7.0,10.0,13.0,9.0,"['home equity loan' 'credit-builder loan' 'auto loan' 'mortgage loan'
 'student loan' 'payday loan']",41,16.0,20.11,12.0,3386.25,39.419,100,245.84,207.471,164.578,6,0.09150147537262616,0.07273624560376794,0.06138407749617369,0.048882721972101265,1.2,203.0,196.0,-240.0,268.0,82.0,-78.0,158.0,174.0,255.0,246.0,222.0,145.0,156.0,-51.0,131.0,75.0,-16.0,15.0,261.0,261.0,0
cus_0x3aa8,2023-07-01,20.0,20426.41,1640.201,6.0,5.0,16.0,5.0,['home equity loan' 'student loan' 'debt consolidation loan' 'payday loan'],37,24.0,6.65,7.0,1587.82,27.294,92,57.883,211.753,184.383,4,0.07772987373338078,0.03526868433543484,0.12902319703680412,0.11667967422363767,1.1666666666666667,238.0,260.0,262.0,268.0,173.0,58.0,164.0,151.0,272.0,78.0,194.0,145.0,-39.0,6.0,148.0,130.0,150.0,192.0,-13.0,84.0,1
cus_0x3adb,2023-07-01,27.0,103351.8,8465.65,3.0,7.0,8.0,2.0,['personal loan' 'student loan'],12,8.0,10.03,8.0,1246.62,29.533,106,140.858,321.934,270.214,2,0.012061792230108908,0.016636804403158276,0.038023775637353624,0.21738510123274718,2.6666666666666665,63.0,4.0,66.0,143.0,-4.0,44.0,97.0,-15.0,81.0,22.0,-4.0,68.0,-66.0,17.0,61.0,-1.0,139.0,21.0,111.0,129.0,1
cus_0x3b66,2023-07-01,23.0,80511.84,6542.32,4.0,7.0,2.0,0.0,,8,20.0,11.11,5.0,1048.69,27.433,244,0.0,144.738,749.494,-1,0.013025127420669797,0.0,0.02211996356589621,0.7149672760529299,5.0,45.0,7.0,244.0,176.0,211.0,149.0,180.0,-127.0,148.0,78.0,104.0,125.0,81.0,260.0,114.0,105.0,153.0,74.0,26.0,201.0,0
cus_0x3bc7,2023-07-01,43.0,64613.32,5232.443,10.0,7.0,33.0,5.0,['mortgage loan' 'payday loan' 'auto loan' 'debt consolidation loan'],40,18.0,16.35,14.0,1522.0,31.744,131,235.439,201.24,336.565,4,0.023555150003900065,0.044987401219426675,0.03845269739251961,0.22164478003939592,2.3333333333333335,114.0,160.0,249.0,83.0,147.0,-35.0,114.0,28.0,184.0,154.0,78.0,144.0,158.0,230.0,-19.0,70.0,71.0,154.0,15.0,161.0,0
cus_0x3bdb,2023-07-01,49.0,129982.41,10653.868,3.0,2.0,12.0,4.0,['mortgage loan' 'credit-builder loan' 'student loan'],6,5.0,14.6,8.0,395.78,39.979,350,278.042,119.416,907.929,3,0.0030448501081791896,0.026095302166108482,0.011207647058602697,2.290763143303594,1.6,39.0,7.0,99.0,167.0,125.0,260.0,254.0,161.0,235.0,271.0,89.0,-45.0,59.0,180.0,255.0,-111.0,148.0,-3.0,3.0,192.0,0
cus_0x3c21,2023-07-01,18.0,30519.74,2743.291,10.0,9.0,20.0,6.0,['debt consolidation loan' 'payday loan' 'mortgage loan' 'personal loan'],33,23.0,25.5,10.0,4792.52,25.608,12,204.452,170.336,285.263,4,0.15702502626083117,0.07450084557359259,0.06206921933570456,0.059718745306163314,1.4285714285714286,42.0,0.0,87.0,268.0,262.0,243.0,125.0,127.0,3.0,88.0,146.0,191.0,95.0,187.0,34.0,139.0,85.0,60.0,-51.0,-19.0,0
cus_0x3c51,2023-07-01,52.0,21662.395,1616.2,3.0,5.0,1.0,1.0,['student loan'],10,8.0,1.27,6.0,646.77,35.155,196,12.841,115.814,312.965,1,0.02985543124704138,0.007940267128370022,0.07161390056888449,0.4846859224724825,3.0,64.0,15.0,133.0,-30.0,128.0,81.0,39.0,67.0,34.0,24.0,146.0,122.0,8.0,230.0,241.0,118.0,47.0,161.0,196.0,-38.0,1
cus_0x3cc3,2023-07-01,53.0,44330.2,3744.183,4.0,3.0,9.0,1.0,['mortgage loan'],5,0.0,15.02,5.0,1483.39,26.671,252,20.273,79.102,525.044,1,0.03346153499115748,0.005413086623537488,0.021120997291721125,0.35438395569897396,2.5,132.0,108.0,-73.0,103.0,5.0,75.0,82.0,101.0,112.0,-49.0,216.0,74.0,-131.0,122.0,199.0,145.0,167.0,110.0,-7.0,261.0,0
cus_0x3d3d,2023-07-01,27.0,18123.675,1326.306,7.0,5.0,7.0,2.0,['personal loan' 'mortgage loan'],25,15.0,10.37,7.0,770.41,32.158,215,24.506,139.59,258.535,2,0.0425061414894336,0.01846296181890235,0.10516791154413527,0.33644235879752665,2.3333333333333335,78.0,139.0,76.0,39.0,61.0,98.0,206.0,144.0,258.0,190.0,-66.0,214.0,140.0,260.0,-64.0,156.0,256.0,139.0,84.0,102.0,0
cus_0x3d53,2023-07-01,29.0,75524.26,6118.688,2.0,5.0,10.0,4.0,"['home equity loan' 'mortgage loan' 'personal loan'
 'debt consolidation loan']",19,10.0,7.14,0.0,852.62,34.947,196,167.288,481.011,243.57,4,0.011289203108999559,0.027336034124615504,0.07860057571562472,0.2865092195590544,0.0,-7.0,144.0,18.0,153.0,20.0,238.0,101.0,-52.0,246.0,95.0,-68.0,20.0,256.0,-3.0,106.0,162.0,233.0,185.0,45.0,0.0,0
cus_0x3d64,2023-07-01,45.0,19493.51,1662.459,6.0,10.0,26.0,3.0,['mortgage loan'],46,3900.0,16.19,8.0,1783.34,36.026,177,21.854,27.862,366.529,1,0.09147908821509236,0.01313768478814326,0.01674943596445719,0.20597475817389063,1.4285714285714286,106.0,102.0,88.0,-107.0,262.0,185.0,154.0,155.0,87.0,218.0,77.0,-12.0,52.0,218.0,159.0,-37.0,207.0,54.0,140.0,131.0,1
cus_0x3da0,2023-07-01,47.0,59775.24,5259.27,4.0,6.0,16.0,0.0,,30,15.0,2.69,9.0,787.76,38.664,246,0.0,200.255,575.672,-1,0.013178480279120936,0.0,0.03806933864611512,0.7311121253613266,9.0,60.0,70.0,60.0,-131.0,69.0,174.0,224.0,70.0,13.0,-23.0,197.0,256.0,-46.0,-28.0,75.0,127.0,-92.0,-10.0,209.0,69.0,0
cus_0x3ddc,2023-07-01,52.0,23211.26,2136.272,7.0,5.0,10.0,3.0,['mortgage loan' 'personal loan'],24,16.0,15.14,1.0,361.52,26.319,305,42.558,85.356,355.713,2,0.01557452828806846,0.019912299417200994,0.0399368915140422,0.9839815734304316,0.25,-57.0,124.0,64.0,220.0,184.0,200.0,264.0,9.0,48.0,-9.0,120.0,185.0,256.0,55.0,-54.0,223.0,203.0,177.0,78.0,134.0,0
cus_0x3e1a,2023-07-01,27.0,29416.81,2742.401,8.0,4.0,14.0,3.0,['home equity loan' 'student loan'],12,15.0,9.97,3.0,133.18,29.01,251,37.724,18.919,457.597,2,0.004527189481473978,0.013750815137852614,0.006896184699210943,3.417774631092562,0.75,126.0,172.0,-17.0,-52.0,151.0,168.0,134.0,89.0,170.0,94.0,74.0,157.0,160.0,132.0,204.0,249.0,66.0,-127.0,108.0,78.0,0
cus_0x3e5d,2023-07-01,35.0,11938.1,1197.842,6.0,4.0,20.0,4.0,['debt consolidation loan' 'payday loan'],7,15.0,9.54,3.0,593.33,30.25,296,20.184,58.096,331.504,2,0.04969637577371829,0.016836246978334093,0.04846009732725413,0.559460232530749,0.6,-3.0,167.0,127.0,207.0,131.0,36.0,-44.0,-91.0,115.0,14.0,138.0,-4.0,94.0,99.0,-1.0,-103.0,207.0,204.0,54.0,81.0,0
cus_0x3ea1,2023-07-01,45.0,51552.6,4413.05,6.0,4.0,18.0,3.0,['debt consolidation loan' 'student loan' 'mortgage loan'],11,10.0,24.86,6.0,1710.66,38.032,178,119.855,248.281,333.169,3,0.03318216380621334,0.027153068044086497,0.05624789025951224,0.19523094539803465,1.5,215.0,66.0,50.0,137.0,0.0,165.0,87.0,213.0,232.0,130.0,-72.0,108.0,219.0,17.0,2.0,41.0,2.0,118.0,87.0,23.0,0
cus_0x3f0,2023-07-01,37.0,33540.43,2655.036,6.0,3.0,17.0,0.0,,26,13.0,14.11,10.0,1138.97,23.684,299,0.0,165.204,370.299,-1,0.033957109163205025,0.0,0.06219945813987461,0.3257094484942586,10.0,84.0,2.0,243.0,254.0,0.0,184.0,192.0,129.0,151.0,-53.0,57.0,-34.0,48.0,150.0,-71.0,237.0,102.0,119.0,118.0,261.0,0
cus_0x3f51,2023-07-01,31.0,17612.175,1143.229,6.0,5.0,14.0,4.0,['home equity loan' 'credit-builder loan' 'student loan'],15,11.0,12.75,6.0,1273.32,34.999,219,108.264,79.931,262.526,3,0.07229360975519745,0.09461742361013398,0.06985577187783214,0.2067973507439262,1.2,74.0,176.0,114.0,-10.0,82.0,100.0,85.0,140.0,25.0,143.0,20.0,209.0,90.0,-21.0,94.0,176.0,224.0,100.0,122.0,261.0,0
cus_0x3f68,2023-07-01,21.0,121277.0,9884.417,4.0,1.0,7.0,4.0,['mortgage loan' 'credit-builder loan' 'student loan'],12,12.0,7.69,8.0,867.24,37.873,323,375.398,501.479,371.565,3,0.007150843516548756,0.03797492811886439,0.05072917004917446,0.4291037040449645,1.6,8.0,238.0,227.0,206.0,156.0,149.0,-74.0,192.0,-104.0,254.0,238.0,50.0,79.0,111.0,11.0,188.0,84.0,-33.0,24.0,84.0,0
cus_0x3f97,2023-07-01,29.0,89190.57,7135.548,3.0,4.0,19.0,3.0,['credit-builder loan'],21,13.0,2.18,0.0,1427.36,25.808,315,165.484,361.867,466.204,1,0.016003306142049072,0.02318824171013773,0.05070616774384479,0.3270912094990059,0.0,-22.0,82.0,135.0,192.0,189.0,132.0,104.0,130.0,88.0,128.0,257.0,189.0,201.0,85.0,193.0,98.0,-19.0,216.0,155.0,-49.0,0
cus_0x4017,2023-07-01,36.0,133377.21,11114.768,0.0,5.0,5.0,2.0,['student loan'],1,5.0,8.16,3.0,1131.7,41.357,273,171.949,407.743,811.785,1,0.008484894196735735,0.015468926663456813,0.03668149605137495,0.7175642270680674,1.0,8.0,249.0,61.0,268.0,108.0,83.0,129.0,258.0,69.0,129.0,224.0,68.0,159.0,167.0,110.0,130.0,256.0,167.0,-27.0,141.0,1
